  3.000E+00  1.804E+00  4.345E-02  1.891E+00  3.466E+00  4.456E+00  2.963E-03  1.609E-01  2.278E-04  2.893E-02  4.526E+00  6.684E+00
  3.100E+00  2.267E+00  5.612E-02  2.132E+00  4.182E+00  5.632E+00  3.707E-03  2.283E-01  2.297E-04  3.771E-02  5.820E+00  8.598E+00
  3.200E+00  2.707E+00  6.968E-02  2.331E+00  4.823E+00  6.828E+00  4.480E-03  3.058E-01  2.248E-04  4.729E-02  7.169E+00  1.053E+01
  3.300E+00  3.113E+00  8.395E-02  2.491E+00  5.381E+00  8.034E+00  5.271E-03  3.923E-01  2.156E-04  5.755E-02  8.561E+00  1.246E+01
  3.400E+00  3.480E+00  9.876E-02  2.619E+00  5.857E+00  9.243E+00  6.072E-03  4.864E-01  2.040E-04  6.836E-02  9.989E+00  1.438E+01
  3.500E+00  3.805E+00  1.140E-01  2.719E+00  6.256E+00  1.045E+01  6.877E-03  5.871E-01  1.914E-04  7.960E-02  1.144E+01  1.627E+01
  3.600E+00  4.089E+00  1.294E-01  2.797E+00  6.585E+00  1.163E+01  7.683E-03  6.934E-01  1.784E-04  9.118E-02  1.291E+01  1.814E+01
  3.700E+00  4.335E+00  1.451E-01  2.855E+00  6.853E+00  1.279E+01  8.487E-03  8.044E-01  1.657E-04  1.030E-01  1.437E+01  1.997E+01
  3.800E+00  4.545E+00  1.608E-01  2.899E+00  7.068E+00  1.392E+01  9.288E-03  9.194E-01  1.534E-04  1.150E-01  1.584E+01  2.178E+01
  3.900E+00  4.721E+00  1.765E-01  2.930E+00  7.237E+00  1.504E+01  1.009E-02  1.038E+00  1.419E-04  1.272E-01  1.732E+01  2.357E+01
  4.000E+00  4.867E+00  1.922E-01  2.950E+00  7.367E+00  1.614E+01  1.088E-02  1.159E+00  1.311E-04  1.394E-01  1.882E+01  2.535E+01
  4.100E+00  4.986E+00  2.077E-01  2.962E+00  7.463E+00  1.724E+01  1.168E-02  1.282E+00  1.210E-04  1.517E-01  2.034E+01  2.713E+01
  4.200E+00  5.080E+00  2.231E-01  2.967E+00  7.532E+00  1.833E+01  1.248E-02  1.408E+00  1.117E-04  1.640E-01  2.187E+01  2.891E+01
  4.300E+00  5.153E+00  2.384E-01  2.966E+00  7.576E+00  1.941E+01  1.327E-02  1.535E+00  1.032E-04  1.764E-01  2.342E+01  3.068E+01
  4.400E+00  5.207E+00  2.534E-01  2.961E+00  7.600E+00  2.048E+01  1.407E-02  1.663E+00  9.535E-05  1.889E-01  2.499E+01  3.246E+01
  4.500E+00  5.244E+00  2.683E-01  2.951E+00  7.606E+00  2.154E+01  1.487E-02  1.793E+00  8.814E-05  2.015E-01  2.656E+01  3.423E+01
  4.600E+00  5.267E+00  2.829E-01  2.939E+00  7.598E+00  2.257E+01  1.567E-02  1.925E+00  8.153E-05  2.142E-01  2.814E+01  3.599E+01
  4.700E+00  5.276E+00  2.974E-01  2.923E+00  7.577E+00  2.358E+01  1.647E-02  2.057E+00  7.547E-05  2.271E-01  2.972E+01  3.774E+01
  4.800E+00  5.274E+00  3.116E-01  2.905E+00  7.546E+00  2.458E+01  1.727E-02  2.191E+00  6.991E-05  2.402E-01  3.130E+01  3.948E+01
  4.900E+00  5.263E+00  3.255E-01  2.886E+00  7.507E+00  2.555E+01  1.807E-02  2.325E+00  6.481E-05  2.536E-01  3.289E+01  4.121E+01
  5.000E+00  5.242E+00  3.393E-01  2.865E+00  7.459E+00  2.651E+01  1.887E-02  2.461E+00  6.013E-05  2.672E-01  3.448E+01  4.294E+01
  5.100E+00  5.215E+00  3.528E-01  2.842E+00  7.406E+00  2.746E+01  1.968E-02  2.598E+00  5.584E-05  2.812E-01  3.607E+01  4.467E+01
