  3.000E+00  1.564E+00  6.282E-02  4.310E+00  7.110E+00  1.563E+00  2.022E-04  3.809E-01  1.139E-04  7.314E-04  1.876E+00  7.195E+00
  3.100E+00  1.995E+00  7.443E-02  4.757E+00  8.093E+00  2.018E+00  2.735E-04  4.281E-01  1.149E-04  9.428E-04  2.353E+00  8.453E+00
  3.200E+00  2.417E+00  8.590E-02  5.095E+00  8.918E+00  2.449E+00  3.521E-04  4.646E-01  1.124E-04  1.172E-03  2.795E+00  9.563E+00
  3.300E+00  2.818E+00  9.724E-02  5.340E+00  9.602E+00  2.846E+00  4.360E-04  4.916E-01  1.078E-04  1.415E-03  3.197E+00  1.053E+01
  3.400E+00  3.191E+00  1.085E-01  5.510E+00  1.016E+01  3.206E+00  5.233E-04  5.109E-01  1.020E-04  1.669E-03  3.558E+00  1.137E+01
  3.500E+00  3.532E+00  1.196E-01  5.621E+00  1.061E+01  3.528E+00  6.128E-04  5.240E-01  9.569E-05  1.932E-03  3.878E+00  1.209E+01
  3.600E+00  3.837E+00  1.308E-01  5.686E+00  1.098E+01  3.807E+00  7.038E-04  5.323E-01  8.921E-05  2.203E-03  4.156E+00  1.270E+01
  3.700E+00  4.106E+00  1.418E-01  5.716E+00  1.127E+01  4.047E+00  7.958E-04  5.370E-01  8.284E-05  2.478E-03  4.395E+00  1.322E+01
  3.800E+00  4.339E+00  1.528E-01  5.720E+00  1.149E+01  4.251E+00  8.886E-04  5.391E-01  7.672E-05  2.757E-03  4.600E+00  1.366E+01
  3.900E+00  4.537E+00  1.638E-01  5.705E+00  1.166E+01  4.426E+00  9.823E-04  5.395E-01  7.093E-05  3.038E-03  4.778E+00  1.403E+01
  4.000E+00  4.702E+00  1.748E-01  5.675E+00  1.178E+01  4.579E+00  1.077E-03  5.388E-01  6.553E-05  3.321E-03  4.934E+00  1.433E+01
  4.100E+00  4.835E+00  1.857E-01  5.635E+00  1.187E+01  4.712E+00  1.173E-03  5.373E-01  6.051E-05  3.606E-03  5.073E+00  1.459E+01
  4.200E+00  4.940E+00  1.966E-01  5.588E+00  1.192E+01  4.827E+00  1.270E-03  5.355E-01  5.587E-05  3.892E-03  5.197E+00  1.480E+01
  4.300E+00  5.019E+00  2.074E-01  5.535E+00  1.194E+01  4.926E+00  1.368E-03  5.337E-01  5.160E-05  4.180E-03  5.305E+00  1.496E+01
  4.400E+00  5.074E+00  2.181E-01  5.479E+00  1.193E+01  5.009E+00  1.469E-03  5.320E-01  4.767E-05  4.471E-03  5.396E+00  1.509E+01
  4.500E+00  5.110E+00  2.288E-01  5.420E+00  1.191E+01  5.073E+00  1.571E-03  5.306E-01  4.407E-05  4.764E-03  5.472E+00  1.518E+01
  4.600E+00  5.127E+00  2.394E-01  5.359E+00  1.186E+01  5.120E+00  1.676E-03  5.295E-01  4.077E-05  5.062E-03  5.531E+00  1.524E+01
  4.700E+00  5.129E+00  2.499E-01  5.297E+00  1.180E+01  5.151E+00  1.783E-03  5.288E-01  3.773E-05  5.365E-03  5.573E+00  1.526E+01
  4.800E+00  5.118E+00  2.603E-01  5.234E+00  1.173E+01  5.165E+00  1.892E-03  5.286E-01  3.495E-05  5.673E-03  5.600E+00  1.526E+01
  4.900E+00  5.095E+00  2.706E-01  5.171E+00  1.165E+01  5.165E+00  2.003E-03  5.288E-01  3.240E-05  5.989E-03  5.613E+00  1.524E+01
  5.000E+00  5.063E+00  2.808E-01  5.108E+00  1.156E+01  5.152E+00  2.117E-03  5.295E-01  3.007E-05  6.313E-03  5.615E+00  1.519E+01
  5.100E+00  5.023E+00  2.909E-01  5.045E+00  1.146E+01  5.129E+00  2.233E-03  5.307E-01  2.792E-05  6.646E-03  5.607E+00  1.513E+01
  5.200E+00  4.977E+00  3.008E-01  4.983E+00  1.135E+01  5.099E+00  2.351E-03  5.323E-01  2.595E-05  6.990E-03  5.591E+00  1.505E+01
  5.300E+00  4.925E+00  3.106E-01  4.920E+00  1.124E+01  5.062E+00  2.472E-03  5.343E-01  2.414E-05  7.345E-03  5.569E+00  1.496E+01
